id,URL,Nome,Informação,Classificação_da_água,Coordenadas,Nome da Praia,Região,Concelho,Categoria,Qualidade da água,Vigilancia,Posto de socorro,Sanitarios,Duche,Recolha lixo,Limpeza praia,Painel informativo,Apoio balnear,Apoio à praia,Estacionamento,Bandeira Azul,Acessível,Cadeira anfíbia,Ondas especiais,Obras em curso,Risco de derrocada
8979630590,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630590,Praia Azul (Vila do Conde),"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.34844,-8.754107",Praia Azul (Vila do Conde),NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
9636731698,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9636731698,Monte Gordo Poente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.176923,-7.454964",Monte Gordo Poente,ALGARVE,VILA REAL DE SANTO ANTÓNIO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630618,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630618,Santo António,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.17417,-7.42583",Santo António,ALGARVE,VILA REAL DE SANTO ANTÓNIO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630544,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630544,Osso da Baleia,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 14 setembro",Excelente,"40.003408,-8.914872",Osso da Baleia,CENTRO,POMBAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630052,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630052,Carriça,"Época Balnear 2025, estado : Não iniciou, calendario : de 28 junho a 31 agosto",Excelente,"40.788026,-8.257586",Carriça,CENTRO,OLIVEIRA DE FRADES,Praia Interior,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
8979629862,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629862,Pedra do Ouro,"Época Balnear 2025, estado : Não iniciou, calendario : de 28 junho a 31 agosto",Excelente,"39.725967,-9.047167",Pedra do Ouro,TEJO,ALCOBAÇA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim
8979630628,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630628,Praia Verde,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.17329,-7.47962",Praia Verde,ALGARVE,CASTRO MARIM,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630648,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630648,Furadouro,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 7 setembro",Excelente,"40.873706,-8.677553",Furadouro,CENTRO,OVAR,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
9632354756,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9632354756,Ponte de Juncais,"Época Balnear 2025, estado : Não iniciou, calendario : de 13 junho a 14 setembro",Excelente,"40.61229,-7.518286",Ponte de Juncais,CENTRO,FORNOS DE ALGODRES,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
8979630394,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630394,Cortegaça,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 7 setembro",Excelente,"40.940473,-8.659556",Cortegaça,CENTRO,OVAR,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não
8979630652,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630652,Laderça,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.300772,-8.737552",Laderça,NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
8979629836,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629836,Miramar Sul,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.066186,-8.657293",Miramar Sul,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630786,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630786,Árvore,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Boa,"41.33031,-8.74007",Árvore,NORTE,VILA DO CONDE,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
8979630482,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630482,Pedras Amarelas,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.12641,-8.66743",Pedras Amarelas,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
9724180225,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9724180225,Grande Norte,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 15 setembro",Excelente,"38.814588,-9.477243",Grande Norte,TEJO,SINTRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
8979630592,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630592,Turismo,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.350465,-8.7542",Turismo,NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não
8979630206,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630206,Deserta (Barreta),"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"36.964032,-7.872708",Deserta (Barreta),ALGARVE,FARO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979629820,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629820,Carreço,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.74139,-8.87722",Carreço,NORTE,VIANA DO CASTELO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630386,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630386,Ponte Frades,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.85875,-7.12151",Ponte Frades,NORTE,VINHAIS,Praia Interior,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630010,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630010,Carvoeiro,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.09617,-8.47227",Carvoeiro,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim
8979630240,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630240,Dunas Mar,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.0825,-8.65694",Dunas Mar,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
9636731640,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9636731640,Moledo (Sul),"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.847592,-8.86648",Moledo (Sul),NORTE,CAMINHA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630846,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630846,Montes,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 julho a 31 agosto",Excelente,"39.630187,-8.252611",Montes,TEJO,TOMAR,Praia Interior,Água adequada a banhos,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
8979630602,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630602,Arda/Bico,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.77028,-8.87417",Arda/Bico,NORTE,VIANA DO CASTELO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630022,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630022,Albarquel,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 15 setembro",Excelente,"38.51123,-8.914529",Albarquel,ALENTEJO,SETÚBAL,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim
8979630834,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630834,Madalena Norte,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.10306,-8.66222",Madalena Norte,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630832,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630832,Cepães,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.55417,-8.79389",Cepães,NORTE,ESPOSENDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630512,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630512,Valadares Norte,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.09194,-8.65806",Valadares Norte,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630102,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630102,Amieira,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 14 setembro",Excelente,"38.291512,-7.559073",Amieira,ALENTEJO,PORTEL,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630588,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630588,Olinda,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.351742,-8.754775",Olinda,NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
8979630684,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630684,Cavacos,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.036452,-7.795445",Cavacos,ALGARVE,OLHÃO,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
8979630054,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630054,Pedrógão Sul,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 14 setembro",Excelente,"39.918023,-8.955119",Pedrógão Sul,CENTRO,LEIRIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
10146368814,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/10146368814,Praia Fluvial de Alqueva,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 14 setembro",Excelente,"38.21112,-7.5222",Praia Fluvial de Alqueva,ALENTEJO,PORTEL,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630866,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630866,Canide Sul,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.11194,-8.66361",Canide Sul,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979629870,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629870,Cova Redonda,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.09858,-8.37992",Cova Redonda,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim
8979630570,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630570,Adraga,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 15 setembro",Excelente,"38.803522,-9.485691",Adraga,TEJO,SINTRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
8979630074,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630074,Atlântico,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.085324,-8.657635",Atlântico,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630840,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630840,Suave Mar (Norte),"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.547465,-8.791892",Suave Mar (Norte),NORTE,ESPOSENDE,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
8979630398,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630398,Polvoeira,"Época Balnear 2025, estado : Não iniciou, calendario : de 28 junho a 31 agosto",Excelente,"39.716283,-9.0499",Polvoeira,TEJO,ALCOBAÇA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
8979630000,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630000,Mar e Sol (Vila do Conde),"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.361365,-8.759556",Mar e Sol (Vila do Conde),NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630288,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630288,Madalena Sul,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.09972,-8.66083",Madalena Sul,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630414,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630414,Ribeira,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.58611,-6.90556",Ribeira,NORTE,MACEDO DE CAVALEIROS,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979629998,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629998,Luzimar,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.360766,-8.758551",Luzimar,NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630536,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630536,Vale Centeanes,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.09122,-8.4556",Vale Centeanes,ALGARVE,LAGOA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
8979629788,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629788,Senhora da Ribeira,"Época Balnear 2025, estado : Não iniciou, calendario : de 28 junho a 31 agosto",Excelente,"40.342188,-8.12251",Senhora da Ribeira,CENTRO,SANTA COMBA DÃO,Praia Interior,Água adequada a banhos,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630526,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630526,Vale do Lobo,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.04759,-8.06476",Vale do Lobo,ALGARVE,LOULÉ,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim
8979629888,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629888,Canide Norte,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.115279,-8.664704",Canide Norte,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630392,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630392,São Pedro de Maceda,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 7 setembro",Excelente,"40.92042,-8.66329",São Pedro de Maceda,CENTRO,OVAR,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630508,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630508,Armona - Mar,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.01399,-7.79384",Armona - Mar,ALGARVE,OLHÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
9636731638,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9636731638,Moledo (Mergulho e Vapor),"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.849978,-8.866319",Moledo (Mergulho e Vapor),NORTE,CAMINHA,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
10146368832,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/10146368832,Ínsua,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.78556,-8.87139",Ínsua,NORTE,VIANA DO CASTELO,Praia Costeira,Água adequada a banhos,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
8979630532,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630532,Castanheira ou Lago Azul,"Época Balnear 2025, estado : Não iniciou, calendario : de 15 junho a 15 setembro",Excelente,"39.675816,-8.230708",Castanheira ou Lago Azul,TEJO,FERREIRA DO ZÊZERE,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
8979630806,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630806,Rabaçal,"Época Balnear 2025, estado : Não iniciou, calendario : de 28 junho a 14 setembro",Excelente,"41.632,-7.24716",Rabaçal,NORTE,VALPAÇOS,Praia Interior,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não
8979630870,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630870,Santa Clara,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.515955,-8.443855",Santa Clara,ALENTEJO,ODEMIRA,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não
8979630372,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630372,Atlântica,"Época Balnear 2025, estado : Não iniciou, calendario : de 31 maio a 28 setembro",Excelente,"38.452452,-8.862373",Atlântica,ALENTEJO,GRÂNDOLA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630646,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630646,Vila Chã,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.289909,-8.733054",Vila Chã,NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
8979629912,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629912,Trabulo,"Época Balnear 2025, estado : Não iniciou, calendario : de 15 junho a 31 agosto",Excelente,"40.772401,-7.652138",Trabulo,CENTRO,SÁTÃO,Praia Interior,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
8979630650,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630650,Torreira,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 14 setembro",Excelente,"40.76149,-8.714294",Torreira,CENTRO,MURTOSA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979629890,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979629890,Sereia da Costa Verde,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.117211,-8.664534",Sereia da Costa Verde,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não
9636731684,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/9636731684,Faro - Mar Nascente,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.002,-7.9863",Faro - Mar Nascente,ALGARVE,FARO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não
8979630498,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630498,Maçãs,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 15 setembro",Excelente,"38.825762,-9.470497",Maçãs,TEJO,SINTRA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
8979630748,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630748,Armona - Ria,"Época Balnear 2025, estado : Não iniciou, calendario : de 1 junho a 30 setembro",Excelente,"37.02336,-7.80635",Armona - Ria,ALGARVE,OLHÃO,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não
8979630336,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630336,Tróia - Bico das Lulas,"Época Balnear 2025, estado : Não iniciou, calendario : de 31 maio a 28 setembro",Excelente,"38.481016,-8.898272",Tróia - Bico das Lulas,ALENTEJO,GRÂNDOLA,Praia Costeira,Água adequada a banhos,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
8979630480,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630480,Lavadores,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.128592,-8.668166",Lavadores,NORTE,VILA NOVA DE GAIA,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não
8979630120,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630120,Figueirinha,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 15 setembro",Excelente,"38.484787,-8.94519",Figueirinha,ALENTEJO,SETÚBAL,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim
8979630654,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630654,Mindelo,"Época Balnear 2025, estado : Não iniciou, calendario : de 14 junho a 14 setembro",Excelente,"41.309451,-8.740398",Mindelo,NORTE,VILA DO CONDE,Praia Costeira,Água adequada a banhos,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não
8979630376,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/8979630376,Devesa,"Época Balnear 2025, estado : Não iniciou, calendario : de 28 junho a 31 agosto",Sem classificação,"40.34877,-7.09278",Devesa,NORTE,SABUGAL,Praia Interior,Água adequada a banhos,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
11700071942,https://infoagua.apambiente.pt/pt/praias/praia-detalhe/11700071942,Praia Velha dos Pescadores - Esmoriz,"Época Balnear 2025, estado : Não iniciou, calendario : de 7 junho a 7 setembro",Sem classificação,"40.95133,-8.65744",Praia Velha dos Pescadores - Esmoriz,CENTRO,OVAR,Praia Costeira,Água adequada a banhos,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não
